# H filter curve @ T=87K 
# H 2 (S5-235-1)
# Wavelength (AA)	T (%)
 4992.50	 0.000316136	
 5012.47	 0.000260360	
 5032.44	-0.000128469	
 5052.41	-0.000351900	
 5072.38	-0.000799332	
 5092.35	-0.000469541	
 5112.32	 0.000030400	
 5132.29	-0.000476994	
 5152.26	 0.000643893	
 5172.23	 0.000190231	
 5192.20	 0.000300641	
 5212.17	-0.000673416	
 5232.14	 0.000236332	
 5252.11	-0.000172790	
 5272.08	-0.000587855	
 5292.05	-0.000066500	
 5312.02	-0.000186782	
 5331.99	 0.000928725	
 5351.96	 0.000643825	
 5371.93	-0.000683178	
 5391.90	 0.000752687	
 5411.87	-0.000141581	
 5431.84	-0.000048600	
 5451.81	-0.000196659	
 5471.78	 0.000050700	
 5491.75	 0.001173963	
 5511.72	-0.000195399	
 5531.69	-0.000069400	
 5551.66	-0.000190713	
 5571.63	 0.000864661	
 5591.60	 0.000372414	
 5611.57	 0.000497782	
 5631.54	 0.000928270	
 5651.51	 0.000233986	
 5671.48	-0.000639999	
 5691.45	-0.000283623	
 5711.42	-0.000094100	
 5731.39	-0.000586950	
 5751.36	-0.000551611	
 5771.33	 0.000484232	
 5791.30	-0.000245714	
 5811.27	-0.000457911	
 5831.24	-0.000402838	
 5851.21	-0.000196565	
 5871.18	 0.000575045	
 5891.15	 0.000356699	
 5911.12	-0.000162977	
 5931.09	 0.000487488	
 5951.06	 0.000424894	
 5971.03	-0.000070200	
 5991.00	 0.000133691	
 6010.97	 0.000272995	
 6030.94	-0.001470818	
 6050.91	 0.001108974	
 6070.88	-0.000024300	
 6090.85	 0.000670366	
 6110.82	 0.000798178	
 6130.79	 0.000094800	
 6150.76	-0.000240274	
 6170.73	 0.000480886	
 6190.70	-0.000070100	
 6210.67	 0.000002140	
 6230.64	 0.000274725	
 6250.61	 0.000123421	
 6270.58	 0.000140157	
 6290.55	 0.000203481	
 6310.52	 0.000484351	
 6330.49	-0.000219250	
 6350.46	-0.000235731	
 6370.43	 0.000828182	
 6390.40	-0.000783772	
 6410.37	 0.000204110	
 6430.34	-0.000078100	
 6450.31	 0.000205105	
 6470.28	 0.000781830	
 6490.25	 0.000551312	
 6510.22	-0.000006140	
 6530.19	 0.000213328	
 6550.16	 0.000728326	
 6570.13	 0.000433919	
 6590.10	-0.000012600	
 6610.07	-0.000304492	
 6630.04	 0.000092500	
 6650.01	 0.000267081	
 6669.98	 0.000265722	
 6689.95	-0.000255301	
 6709.92	-0.000194299	
 6729.89	 0.000274045	
 6749.86	-0.000757032	
 6769.83	 0.000615441	
 6789.80	-0.000132949	
 6809.77	 0.000024200	
 6829.74	 0.000155209	
 6849.71	-0.000213219	
 6869.68	 0.000621693	
 6889.65	 0.000617298	
 6909.62	 0.000682622	
 6929.59	 0.000386824	
 6949.56	 0.000143409	
 6969.53	 0.000336059	
 6989.50	-0.000598999	
 7009.47	-0.000085900	
 7029.44	 0.000322609	
 7049.41	-0.000341662	
 7069.38	 0.001212436	
 7089.35	-0.000110650	
 7109.32	-0.000079900	
 7129.29	 0.000123577	
 7149.26	 0.000508929	
 7169.23	-0.000027000	
 7189.20	-0.000566372	
 7209.17	 0.000797622	
 7229.14	 0.000807243	
 7249.11	 0.000270804	
 7269.08	-0.000328388	
 7289.05	-0.000189982	
 7309.02	-0.000082600	
 7328.99	-0.000554037	
 7348.96	 0.000070700	
 7368.93	-0.000777766	
 7388.90	 0.000871606	
 7408.87	 0.000327243	
 7428.84	 0.000329702	
 7448.81	-0.000272863	
 7468.78	 0.000119459	
 7488.75	-0.000379249	
 7508.72	-0.000551625	
 7528.69	 0.001537527	
 7548.66	 0.000568838	
 7568.63	 0.000266311	
 7588.60	 0.000327974	
 7608.57	 0.000820906	
 7628.54	-0.000332997	
 7648.51	 0.000124152	
 7668.48	-0.000010700	
 7688.45	-0.000605079	
 7708.42	 0.000204768	
 7728.39	 0.000454083	
 7748.36	 0.000242434	
 7768.33	-0.000204238	
 7788.30	-0.000247935	
 7808.27	-0.000854400	
 7828.24	 0.000574673	
 7848.21	-0.000718371	
 7868.18	 0.000398612	
 7888.15	 0.000185682	
 7908.12	 0.000832458	
 7928.09	 0.000572977	
 7948.06	 0.000491412	
 7968.03	 0.000337268	
 7988.00	-0.008528445	
 8007.97	-0.002495392	
 8027.94	-0.012298117	
 8047.91	-0.007446869	
 8067.88	-0.009345386	
 8087.85	-0.013693918	
 8107.82	-0.005044457	
 8127.79	-0.007646949	
 8147.76	-0.007680689	
 8167.73	-0.011227657	
 8187.70	-0.008197657	
 8207.67	-0.005153562	
 8227.64	-0.007609313	
 8247.61	-0.006579596	
 8267.58	-0.008216468	
